,Unnamed: 0,coder,date,newsnm,rptmm,rptdd,rptyy,evmm,evdd,evyy,days,eventid,stories,title,followup,who,what,where,against,purpose,whysm,page,section,paragrph,staten,state1,state2,state3,state4,cityn,city1,city2,neighn,neighbr,particd,particex,partices,groups,igrp1c1,igrp1c2,igrp2c1,igrp2c2,igrp3c1,igrp3c2,targd,targnum,targ1,targ2,ertarg1,ertarg2,smonamed,smonum,smoname1,smoname2,smoname3,smoname4,claim1,val1,claim2,val2,claim3,val3,claim4,val4,form1,form2,form3,form4,act1,act2,act3,act4,viold,violtype,counterd,police1,police2,police3,police4,arrestd,arrestex,arrestes,propdam,dollars,injury,deaths,d_eventid,flag_followup,injprot,injprot_est,injby,injby_est,injpol,injpol_est,injoth,injoth_est,dthprot,dthprot_est,dthby,dthby_est,dthpol,dthpol_est,dthoth,dthoth_est,agenda_code,matchtext,textfile
3149,22271,SO-YOUN KIM,16136,NYT,2,1,1993,1,29,1993,1,9302001,1,when good will is not enough: desegregation project at heart of hartford school suit,1,"PROJECT CONCERN, ONE OF NATIONS EARLIEST VOLUNTARY DESEGREGATION PROGRAMS BETWEE","LAWSUIT FILED, SHEFF VS. ONEILL","WEST HARTFORD, CT","STATE OF CT, CITY OF  HARTFORD",ASING FOR EQUAL EDUCATIONAL OPPORTUNITIES LIKE OTHER CITIES,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,22,1,CT,,,,1,HARTFORD,,1,WEST HARTFORD,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,PROJECT CONCERN,,,,1501,1,1342,3,2300,3,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,when good will is not enough desegregation project at heart of hartford school suit,1993/02/01/0587255.xml
3150,22272,SO-YOUN KIM,16136,NYT,2,1,1993,1,30,1993,1,9302002,1,STAND-IN GOVERNORS CLEMENCY MOVE RENEWS RACIAL QUESTIONS IN ARKANSAS,1,NAACP,RALLY,STATEHOUSE IN ARKANSAS,PEOPLE CALLING FOR DR. JEWELLS RESIGNATION,IN SUPPORT OF DR. JEWELLS ACTIONS AS TEMPORARY GOVERNOR,"COLLECTIVE, CLAIMS MADE, PUBLIC",15,1,21,1,AR,,,,1,LITTLE ROCK,,2,NORTH LITTLE ROCK,0,-999,2,1,401,1800,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1, NAACP,,,,1502,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,206,standin governors clemency move renews racial questions in arkansas,
3151,22273,SO-YOUN KIM,16137,NYT,2,2,1993,2,1,1993,1,9302005,1,"JUDGE DELAYS MOVE TO ""UNCLUSTER"" WHITE PUPILS AT RICHMOND SCHOOL",0,PARENTS OF BELLEVUE STUDENTS,REQUEST RESTRAINING ORDER,"RICHMOND, VA",BELLEVUE MODEL ELEMENTARY,STOP REDISTRIBUTION OF WHITE PUPILS,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,1,19,1,VA,,,,1,RICHMOND,,1,CHURCH HILL,1,12,-999,1,430,-999,-999,-999,-999,-999,1,1,3,-999,-999,-999,0,-999,,,,,1342,3,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,judge delays move to uncluster white pupils at richmond school,1993/02/02/0587447.xml
3152,22274,SO-YOUN KIM,16137,NYT,2,2,1993,1,30,1993,1,9302006,1,MARINES ACCUSED IN GAY BAR ATTACK,1,3 MARINES,BEAT GAY MAN,GAY BAR IN NORTH CAROLINA,HOMOSEXUAL MAN,SHOW ANGER AT CLINTON FOR LETTING GAYS IN THE MILITARY,"COLLECTIVE, CLAIMS MADE, PUBLIC",15,1,15,1,NC,,,,1,WILMINGTON,,1,NEAR CAMP LEJEUNE,1,3,-999,1,600,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1602,2,2525,1,-999,-999,-999,-999,11,-999,-999,-999,55,-999,-999,-999,1,2,0,0,-999,0,0,-999,-999,-999,0,-999,1,0,,-999,-999,-999,-999,-999,-999,-999,1,0,-999,-999,-999,-999,-999,-999,-999,-999,202,marines accused in gay bar attack,
3153,22275,SO-YOUN KIM,16138,NYT,2,3,1993,1,22,1993,1,9302008,1,Political Memo; Clinton's Support of Abortion Rights Has Catholic Leaders on a Tightrope,1,ABORTION OPPONENTS,ANNUAL PROTEST AT DC,WASHINGTON DC,ABORTION(ISTS),SHOW SUPPORT FOR ANTI-ABORTION,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,1,26,1,DC,,,,1,WASHINGTON,,-999,,1,75000,-999,1,1100,1000,-999,-999,-999,-999,1,2,1,6,-999,-999,1,1,BISHOP/CARDINALS OF THE CATHOLIC CHURCH,,,,2400,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,27,-999,-999,0,-999,0,1,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,political memo clintons support of abortion rights has catholic leaders on a tightrope,1993/02/03/0587626.xml
3154,22276,SO-YOUN KIM,16138,NYT,2,5,1993,2,4,1993,1,9302009,1,fernandez and backers seek to sway swing vote,0,STUDENTS FROM HIGH SCHOOLS,PROTEST PRIVATE BOARD SESSIONS WITH FORMING CHAINS AND CARRYING SIGNS,NEW YORK,BOARD OF EDUCATION,PROTEST PRIVATE BOARD SESSIONS,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,1,18,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1342,3,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,fernandez and backers seek to sway swing vote,1993/02/05/0588128.xml
3155,22277,SO-YOUN KIM,16138,NYT,2,5,1993,2,4,1993,1,9302010,1,mediation effort in haiti collapses,0,PROTESTERS,MARCHED,IN MIAMI,GOVERNMENT IMMIGRATION POLICIES,CALL FOR EQUAL JUSTICE FOR HAITIAN REFUGEES,"COLLECTIVE, CLAIMS MADE, PUBLIC",11,6,15,1,FL,,,,1,MIAMI,,-999,,0,-999,3,1,1800,424,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2022,1,-999,-999,-999,-999,-999,-999,2,4,-999,-999,20,22,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,mediation effort in haiti collapses,1993/02/05/0588092.xml
3156,22278,SO-YOUN KIM,16139,NYT,2,7,1993,2,6,1993,1,9302011,1,COURT RULES FOR SCHOLARSHIPS BASED ON RACE,0,WHITE STUDENTS,LAWSUIT,WASHINGTON DC,TAX SUPPORTED COLLEGES,RACE BASED SCHOLARSHIPS TO BE BANNED,"COLLECTIVE, CLAIMS MADE, PUBLIC",31,1,16,1,DC,,,,1,WASHINGTON,,-999,,1,7,-999,1,430,800,-999,-999,-999,-999,1,1,3,-999,-999,-999,1,1,WASHINGTON LEGAL FOUNDATION,,,,2300,2,1342,3,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,court rules for scholarships based on race,
3157,22279,SO-YOUN KIM,16139,NYT,2,7,1993,2,7,1993,1,9302012,1,COURT RULES FOR SCHOLARSHIPS BASED ON RACE,0,HISPANIC STUDENT,LAWSUIT,UNIVERSITY OF MARYLAND--BALTIMORE,UNIVERSITY OF MARYLAND,CHALLENGE SCHOLARSHIPS FOR BLACKS,"COLLECTIVE, CLAIMS MADE, PUBLIC",31,1,16,1,MD,,,,1,BALTIMORE,,-999,,1,1,-999,1,402,-999,-999,-999,-999,-999,1,2,3,7,401,-999,0,-999,,,,,1506,2,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,court rules for scholarships based on race,
3158,22280,SO-YOUN KIM,16140,NYT,2,7,1993,8,28,1989,-999,9302013,1,NEW JERSEY OFFICER ABSOLVED IN KILLING THAT IGNITED PROTESTS,1,ANGRY BLACKS AND HISPANICS,LOOTING AND VANDALISM,VINELAND BUSINESS DISTRICT,POLICE,SHOW ANGER FROM SHOOTING,"COLLECTIVE, CLAIMS MADE, PUBLIC",39,1,18,1,NJ,,,,1,CAMDEN,,1,VINELAND,0,-999,2,2,401,-999,402,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1518,1,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,61,62,45,-999,1,3,0,0,-999,0,0,-999,-999,-999,1,-999,0,0,D-8908032,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,new jersey officer absolved in killing that ignited protests,
3159,22282,SO-YOUN KIM,16141,NYT,2,7,1993,2,6,1993,1,9302015,1,Haitians March From City Hall to the United Nations,0,DEMONSTRATORS,MARCHED,NYC CITY HALL TO UN,NON-DEMORACTIC HAITI,DEMOCRATIC HAITI,"COLLECTIVE, CLAIMS MADE, PUBLIC",37,3,1,1,NY,,,,1,NEW YORK,,-999,,1,300,-999,1,1800,424,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1000,1,-999,-999,-999,-999,-999,-999,1,2,-999,-999,20,22,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1925,haitians march from city hall to the united nations,1993/02/07/0588533.xml
3160,22281,SO-YOUN KIM,16140,NYT,2,9,1993,2,8,1993,1,9302014,1,CHELSEA RESIDENTS TRAVEL UPTOWN TO PROTEST AGAINST PORNOGRAPHY,0,CHELSEA ACTION COALITION,DEMONSTRATE,5TH AVE AND 39TH STREET,NIRCO,"STOP INFLUX OF ""SEX RELATED BUSINESSES""","COLLECTIVE, CLAIMS MADE, PUBLIC",3,4,1,1,NY,,,,1,NEW YORK,,1,CHELSEA,0,-999,2,1,1800,1500,-999,-999,-999,-999,1,1,2,-999,-999,-999,1,1,CHELSEA ACTION COALITION,,,,1340,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,chelsea residents travel uptown to protest against pornography,1993/02/09/0589023.xml
3161,22283,SO-YOUN KIM,16163,NYT,2,10,1993,2,9,1993,1,9302016,1,Roosevelt Raceway Fraud Case Is Sent Back to Federal Court,0,RACETRACK EMPLOYEES,FILE LAWSUIT,"HEMPSTEAD, LONG ISLAND",OWNERS OF ROOSEVELT RACEWAY,CLAIMING CONSPIRACY TO DEFRAUD WORKERS,"COLLECTIVE, CLAIMS MADE, PUBLIC",8,1,21,1,NY,,,,1,NEW YORK,,2,LONG ISLAND,1,3000,-999,1,100,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,1400,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1202,roosevelt raceway fraud case is sent back to federal court,1993/02/10/0589228.xml
3162,22284,SO-YOUN KIM,16164,NYT,2,11,1993,2,6,1993,1,9302017,1,A TEXAS JAIL WING JUST FOR CHRISTIANS,0,INMATES,PROTESTED AND FILED COMPLAINT,FORT WORTH TARRANT COUNTY JAIL,OFFICIALS,CLAIM FAVORITISM AND DISCRIMINATION,"COLLECTIVE, CLAIMS MADE, PUBLIC",16,4,25,1,NY,,,,1,FORT WORTH,,-999,,0,-999,2,2,1700,-999,1800,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1344,3,1331,3,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1205,a texas jail wing just for christians,1993/02/11/0589631.xml
3163,22285,SO-YOUN KIM,16164,NYT,2,13,1993,2,13,1993,1,9302018,4,ST. PATRICKS STANDOFF: GAY ISSUE STILL UNRESOLVED,0,IRISH LESBIAN AND GAY ORGANIZATION,FILE LAWSUIT,NEW YORK CITY,ANCIENT ORDER OF HIBERNIANS/CITY,TO BE ALLOWED TO MARCH IN ST. PATRICKS DAY PARADE,"COLLECTIVE, CLAIMS MADE, PUBLIC",25,5,22,1,NY,,,,1,NEW YORK,,-999,,0,-999,3,1,1100,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,IRISH LESBIAN AND GAY ORGANIZATION,,,,1600,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-9302018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,st patricks standoff gay issue still unresolved,1993/02/13/0590063.xml
3164,22286,SO-YOUN KIM,16164,NYT,2,13,1993,2,13,1993,1,9302019,4,ST. PATRICKS STANDOFF: GAY ISSUE STILL UNRESOLVED,0,ANCIENT ORDER OF HIBERNIANS,FILE SUIT,NEW YORK CITY,CITY,WANT PERMIT TO MARCH IN PARADE,"COLLECTIVE, CLAIMS MADE, PUBLIC",25,5,22,1,NY,,,,1,NEW YORK,,-999,,0,-999,3,1,1100,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,ANCIENT ORDER OF HIBERNIANS,,,,1340,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,st patricks standoff gay issue still unresolved,1993/02/13/0590063.xml
3165,22291,SO-YOUN KIM,16165,NYT,2,13,1993,5,-999,1992,1,9302024,1,CIVIL RIGHTS COMPLAINTS SOUGHT AT PRINCETON,1,MINORITY STUDENTS,RALLY,IN FRONT OF PRINCETON MAIN LIBRARY,GOVERNMENT AND ADMINISTRATION,PROTEST DISCRIMINATION,"COLLECTIVE, CLAIMS MADE, PUBLIC",26,1,20,1,NJ,,,,1,PRINCETON,,-999,,1,500,-999,1,800,400,-999,-999,-999,-999,1,2,1,3,-999,-999,0,-999,,,,,2300,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,27,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,civil rights complaints sought at princeton,1993/02/13/0590067.xml
3166,22292,SO-YOUN KIM,16165,NYT,2,13,1993,2,12,1993,1,9302025,1,DEMONSTRATORS PROTEST CONFEDERATE EMBLEM ON GEORGIA FLAG,0,PROTESTORS,BURN STATE FLAG,ATLANTA AT STATE CAPITOL,FLAG,WANT CONFEDERATE EMBLEM REMOVED FROM FLAG,"COLLECTIVE, CLAIMS MADE, PUBLIC",6,4,1,1,GA,,,,1,ATLANTA,,-999,,1,120,-999,2,800,1500,1800,1500,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,2502,2,1400,3,-999,-999,-999,-999,1,10,-999,-999,62,98,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,demonstrators protest confederate emblem on georgia flag,1993/02/13/0590139.xml
3167,22293,SO-YOUN KIM,16177,NYT,2,14,1993,2,-999,1993,1,9302026,1,RISE OF CHRISTIAN RIGHT SPLITS A CITY,0,RESIDENTS OF COLORADO SPRINGS,GATHERED TO TALK,COLORADO SPRINGS,EVANGELICAL GROUPS,SHARE UNEASINESS ABOUT GROWTH OF EVANGELICAL GROUPS,"COLLECTIVE, CLAIMS MADE, PUBLIC",24,1,31,1,CO,,,,1,COLORADO SPRINGS,,-999,,1,1000,-999,1,1500,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1351,2,1342,3,-999,-999,-999,-999,16,-999,-999,-999,9,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3100,rise of christian right splits a city,1993/02/14/0590248.xml
3168,22294,SO-YOUN KIM,16165,NYT,2,15,1993,2,14,1993,1,9302027,1,BAIL POSTED FOR RABBI IN KIDNAPPING,0,HASIDIM,GATHER AND CHANT,OUTSIDE BROOKLYN COURTHOUSE,CITY,SHOW OUTRAGE AT CASE AGAINST RABBI,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,6,19,1,NY,,,,1,NEW YORK,,1,BROOKLYN,0,-999,2,1,1100,1800,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2300,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,59,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,bail posted for rabbi in kidnapping,1993/02/15/0590654.xml
3169,22287,SO-YOUN KIM,16164,NYT,2,16,1993,2,7,1993,1,9302020,4,oconnor says catholic groups may shun st. patricks parade,0,CARDINAL OCONNOR,VOICE WARNING,NEW YORK CITY,IRISH LESBIAN AND GAY ORGANIZATION AND CITY OFFICIALS,SHOW UNHAPPINESS IF GAYS ARE ALLOWED TO MARCH,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,1,8,1,NY,,,,1,NEW YORK,,-999,,1,2,-999,1,1100,-999,-999,-999,-999,-999,1,2,1,5,-999,-999,0,-999,,,,,1600,2,1340,2,-999,-999,-999,-999,16,-999,-999,-999,34,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,oconnor says catholic groups may shun st patricks parade,1993/02/16/0590758.xml
3170,22295,SO-YOUN KIM,16173,NYT,2,16,1993,2,14,1993,1,9302028,1,INMATE IS CAPTURED AFTER JAIL UPRISING,0,INMATES IN RENSSELAER COUNTY JAIL,HUNGER STRIKE,"TROY, NEW YORK",JAIL,PROTEST INADEQUATE CLOTHES AND MEALS,"COLLECTIVE, CLAIMS MADE, PUBLIC",6,5,3,1,NY,,,,1,TROY,,-999,,1,35,-999,1,1700,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1344,1,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,11,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1205,inmate is captured after jail uprising,
3171,22296,SO-YOUN KIM,16173,NYT,2,18,1993,2,15,1993,1,9302029,1,3 TRIBES ALLOWED TO RUN GAMING MACHINES,0,3 INDIAN TRIBES,LAWSUIT,PHOENIX,STATE,TO GAIN RESERVATION GAMBLING RIGHTS,"COLLECTIVE, CLAIMS MADE, PUBLIC",15,5,5,1,AZ,,,,1,PHOENIX,,-999,,0,-999,5,3,435,-999,435,-999,435,-999,1,1,1,-999,-999,-999,0,-999,,,,,1700,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,3 tribes allowed to run gaming machines,
3172,22297,SO-YOUN KIM,16173,NYT,2,19,1993,2,18,1993,1,9302030,2,SOUTH BRONX SLAYING PROMPTS NEIGHBORHOOD VIGIL,0,RESIDENTS,HOLD VIGIL,SOUTH BRONX,GOVERNMENT,PROTEST PROPOSED CUTS FOR DRUG PROGRAMS,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,1,1,NY,,,,1,NEW YORK,,1,SOUTH BRONX,0,-999,2,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1342,3,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,29,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,south bronx slaying prompts neighborhood vigil,1993/02/19/0591340.xml
3173,22298,SO-YOUN KIM,16173,NYT,2,19,1993,2,18,1993,1,9302031,1,RULING ISSUED ON HOUSING MENTALLY ILL,0,MENTALLY ILL PATIENTS,LAWSUIT,NEW YORK CITY,CITY,PROVIDE HOUSING FOR MENTALLY ILL DISCHARGED PATIENTS,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,6,24,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1300,1700,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2100,1,1311,1,1331,3,-999,3,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,205,ruling issued on housing mentally ill,1993/02/19/0591312.xml
3174,22299,SO-YOUN KIM,16173,NYT,2,19,1993,2,18,1993,1,9302032,1,Anti-Bias Demonstration Elicits an Apology From Marky Mark,0,COMMITTEE AGAINST ANTI-ASIAN VIOLENCE AND GAY AND LESBIAN ALLIANCE AGAINST DEFAM,RALLY,TIMES SQUARE,MARKY MARK,PROTEST INVOLVEMENT IN RACIAL INCIDENTS,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,3,1,1,NY,,,,1,NEW YORK,,-999,,0,-999,3,2,1800,-999,1800,-999,-999,-999,1,1,6,-999,-999,-999,1,2,COMMITTEE AGAINST ANTI-ASIAN VIOLENCE,GAY AND LESBIAN ALLIANCE AGAINST DEFAMATION,,,1900,1,2508,2,-999,-999,-999,-999,1,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,antibias demonstration elicits an apology from marky mark,1993/02/19/0591276.xml
3175,22300,SO-YOUN KIM,16173,NYT,2,20,1993,1,21,1993,1,9302033,1,POLITICAL PROVING GROUND FOR THE CHRISTIAN RIGHT,1,"PARENTS, MEMBERS OF COMMUNITY",SCHOOL BOARD MEETING TENSIONS,"SCHOOL BOARD MEETING IN VISTA, CALIFORNIA",EACH OTHER,TO DECIDE WHETHER OR NOT TO PLACE CREATIONISM IN CURRICULUM,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,1,26,1,CA,,,,1,VISTA,,-999,,0,-999,4,1,1500,1100,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1342,3,1340,1,-999,-999,-999,-999,16,-999,-999,-999,27,23,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,political proving ground for the christian right,1993/02/20/0591494.xml
3176,22301,SO-YOUN KIM,16173,NYT,2,21,1993,2,-999,1993,1,9302034,1,"death in a jailhouseL the ruling, a suicide, the fear, a lynching",0,SOUTHERN CHRISTIAN LEADERSHIP CONFERENCE,NEWS CONFERENCE,ATLANTA,RACISTS,"PROTEST ""LYNCHINGS""","COLLECTIVE, CLAIMS MADE, PUBLIC",18,1,34,1,GA,,,,1,ATLANTA,,-999,,0,-999,2,1,1800,1100,-999,-999,-999,-999,1,2,1,6,-999,-999,1,1,SOUTHERN CHRISTIAN LEADERSHIP CONFERENCE,,,,1500,1,2504,2,-999,-999,-999,-999,15,-999,-999,-999,27,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,death in a jailhousel the ruling a suicide the fear a lynching,1993/02/21/0591761.xml
3177,22302,SO-YOUN KIM,16173,NYT,2,21,1993,2,20,1993,1,9302035,1,SEEKING TO BREAK GRIP OF VIOLENCE IN THE SOUTH BRONX,0,MEMBERS OF SOUTH BRONX CHURCHES,MEET TO PLAN PETITIONS,ST. AUGUSTINES ROMAN CATHOLIC CHURCH,GOVERNMENT POLICIES,CAMPAIGN ON ANTI-VIOLENCE,"COLLECTIVE, CLAIMS MADE, PUBLIC",31,1,14,1,NY,,,,1,NEW YORK,,1,SOUTH BRONX,1,21,-999,1,1100,1800,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,SOUTH BRONX CHURCHES,,,,1327,1,1326,1,1338,2,-999,-999,16,-999,-999,-999,18,15,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1209,seeking to break grip of violence in the south bronx,1993/02/21/0591786.xml
3178,22303,SO-YOUN KIM,16173,NYT,2,21,1993,2,18,1993,1,9302036,2,SEEKING TO BREAK GRIP OF VIOLENCE IN THE SOUTH BRONX,0,RESIDENTS,MARCH AND VIGIL,ALONG PROSPECT AVENUE,VIOLENCE/KILLERS OF 6 SLAIN,PROTEST VIOLENCE,"COLLECTIVE, CLAIMS MADE, PUBLIC",31,1,14,1,NY,,,,1,NEW YORK,,2,SOUTH BRONX,0,-999,2,1,1500,1800,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1337,1,-999,-999,-999,-999,-999,-999,3,2,-999,-999,29,22,20,27,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1211,seeking to break grip of violence in the south bronx,1993/02/21/0591786.xml
